ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_2f0yk3mGtxpVk32,Default Response Set,1/26/17 19:43,1/26/17 20:00,,,,,0,0,9,1,0,NP,1,Yes,1,1,25,Male,United States,High school diploma,Yes,California,Nevada,11 to 15,Colorado,1,American Revolution,Civil War,World War 1,The Great Depression,Dust Bowl,The Industrialization of Slavery,Industrial Revolution,Terrorist attack on World Trade Center,Attack on Pearl Harbor,Abolish Slavery,1,France,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,England,Plessy v. Ferguson,1861-1865,1914,21st,1929,Italy,Communism,1969,Iran,8,1,,2,7,,,,,,,,,4,,7,,,,,,,,2,,,,,,,,,1,21,5,,,,,,,,,,,8,,,,,,4,Virginia,Pennsylvania,New York,20,28,25,Alaska,California,8,20,28,25,19,Massachusetts,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,,
R_3Jq4aTzhZeBKzmA,Default Response Set,1/26/17 20:25,1/26/17 20:43,,,,,0,0,11,1,0,NP,1,Yes,1,1,22,Female,US,High school diploma,Yes,South Dakota,South Dakota,16 to 20,Illinois,1,Founding of the Post Office,Signing of the Declaration,WW1,WW2,Moon Landing,Nuclear Bomb,19th amendment,civil war,civil rights movement,bernie sanders,1,Spain,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Italy,Communism,1955,Iran,4,1,,,,,,,,,,2,,3,,,,,,,3,,,,,,,,1,2,,,,10,,,,,,,,,,3,,,,3,,2,,3,California,New York,Illinois,12,10,7,Hawaii,California,4,36,34,26,0,Virginia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dakota,,,,,,,,,,,No,,Somewhat Difficult,,,
R_2ZKZf5dkbmUXD2Q,Default Response Set,1/26/17 22:16,1/26/17 22:27,,,,,0,0,14,1,0,P,1,Yes,1,1,58,Male,usa,Master's Degree,Yes,Arkansas,Arkansas,16 to 20,California,1,American Revolution,Civil War,War of 1812,Depression and New Deal,Civil Rights Act,11-Sep,Great society,WWII,Vietnam,supreme court awarding GW Bush President,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,1,1,,,1,,,,,,,,5,,,,1,,,,1,5,10,,,,,,,,,,,,,1,,,,,,10,,,,,,,1,,1,,Massachusetts,Virginia,New York,10,7,5,Nebraska,California,1,10,7,5,77,Texas,1,,,,,Arkansas,California,,,,,,,,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,,,
R_296cYKGKdZyOTPr,Default Response Set,1/27/17 0:50,1/27/17 1:03,,,,,0,0,10,1,0,P,1,Yes,1,1,26,Female,United States,High school diploma,Yes,Virginia,South Dakota,16 to 20,South Dakota,1,Civil War,WWII,Election of first black president,Emancipation Proclomation,WWI,Attack on Pearl Harbor,11-Sep,Death of Osama Bin Laden,War on Iraq,War on drugs,1,Britain,Stamp Act,The Bill of Rights,Alexander Hamilton,Herbert Hoover,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Italy,Communism,1969,Saudi Arabia,5,1,,,5,,5,,,,,,,4,,,,,,,,2,,,,,,2,,,,4,3,,10,,,,6,,,5,,,,,,,,,,,Virginia,New York,Massachusetts,15,10,8,North Dakota,California,3,6,8,7,76,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dakota,,,,,,,,,,,No,,Difficult,,,
R_1JIqYIIZ9wd0AEJ,Default Response Set,1/26/17 15:01,1/26/17 15:11,,,,,0,0,5,1,0,P,1,Yes,1,1,28,Female,US,Associate's Degree,Yes,Montana,Montana,11 to 15,California,1,boston tea party,world war 1,world war 2,pearl harbor,11-Sep,mlk,rosa parks,independence day,thanksgiving,christmas,1,Spain,Townshend Tariffs,The Unalienable Rights,John Adams,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,20th,1930,Italy,Communism,1967,Saudi Arabia,5,1,,,,,,,6,,,,,,,,,,,1,,1,,1,,,,,,2,,,,,,,,1,1,,,,1,,,1,,,,,,1,Washington,California,New York,30,30,30,Oklahoma,Washington,0,100,0,0,0,California,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,,
R_eDKehBSUEPxMojD,Default Response Set,1/26/17 18:22,1/26/17 18:51,,,,,0,0,8,1,0,P,1,Yes,1,1,31,Female,YES,Master's Degree,Yes,Arkansas,Arkansas,16 to 20,Oklahoma,1,Pearl Harbor,11-Sep,Abolishing Slavery,Man on the Moon,Assassination of President Kennedy,Declaration of Proclamation,Independence Day,Rosa Parks,Women given right to vote,Civil War,1,Spain,Howe Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,France,Marbury v. Madison,1861-1865,1917,21st,1929,Italy,Communism,1969,Saudi Arabia,20,1,,,,,,,,,50,,,,,,,,,,,,,,,,19,10,20,,,29,40,,,,,,50,70,,,,,,,,,,,40,9,Virginia,Pennsylvania,Massachusetts,90,50,20,Utah,Virginia,15,30,20,25,10,Florida,1,,,,,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,,,,,,,,,,,,,,,No,,Very Difficult,,,
R_2EtQhozyljNFeBT,Default Response Set,1/26/17 16:36,1/26/17 16:51,,,,,0,0,11,1,0,P,1,Yes,1,1,60,Female,USA,High school diploma,Yes,Connecticut,Maine,More than 20,Maine,1,revolution,declaration of independence,civil war,womans right to vote,maine becoming a state,Boston tea party,Paul Revier's ride,constitution,spanish war,Lincoln assasination,1,France,Townshend Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,21st,1929,Russia,Communism,1969,Iraq,73,1,,,,,,,,,55,,,37,,,,,,54,,,,,31,,,,,,71,,,,,,,37,,78,,,,,,,,59,73,,30,,Massachusetts,Pennsylvania,Connecticut,76,69,52,Hawaii,New York,5,70,20,5,0,California,1,,,,,,,,Connecticut,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,,
R_BAjbWPk13nthNol,Default Response Set,1/27/17 9:07,1/27/17 9:18,,,,,1,0,7,1,0,P,1,Yes,1,1,31,Female,American,Associate's Degree,Yes,Maine,Maine,6 to 10,Ohio,1,The Declaration of Indepedence,Civil War,Lincoln's Assassination,2016 Election,JFK Assassination,11-Sep,American Revolution,Man on the moon,Louisiana Purchase,Great Chicago Fire,1,Britain,Townshend Tariffs,The Unalienable Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,21st,1929,Italy,Socialism,1969,Saudi Arabia,2,1,,9,,3,,,,,,,,,,,,,9,,,2,,2,,,,,,,,,3,,15,6,15,,,,3,,,,,,,,,,,,Mississippi,Louisiana,California,10,9,8,South Dakota,California,1,8,8,7,76,Pennsylvania,1,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,Ohio,,,Pennsylvania,,,,,,,,,,,,,,No,,Difficult,n/a,1,1
R_2rHFgrqSwQ28Gsk,Default Response Set,1/27/17 10:01,1/27/17 10:18,,,,,1,0,12,1,0,NP,1,Yes,1,1,38,Female,US Citizen,Associate's Degree,Yes,Nebraska,Nebraska,More than 20,Nebraska,1,Revolutionary War,Declaration of Independence/Constitution,George Washington as our 1st President,Abraham Lincoln/abolition of slavery,Louisiana Purchase,women's rights movement,civil rights movement,World War I & II,our reaction to the bombing of the Twin Towers,Donald Trump elected President!!!!,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1931,Italy,Communism,1969,Saudi Arabia,2,1,,,,,,2,,,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,2,,2,,,,,,2,,,2,2,Virginia,Pennsylvania,Rhode Island,2,2,2,Hawaii,California,2,2,2,2,92,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_1jem9DlrXSuWRIG,Default Response Set,1/27/17 11:29,1/27/17 11:36,,,,,1,0,13,1,0,NP,1,Yes,1,1,25,Female,United States,Bachelor's Degree,Yes,Rhode Island,Rhode Island,16 to 20,Massachusetts,1,Burning of the Gaspee,Boston Tea Party,Declaration of Independence,Civil War,World War I,World War 2,Korean War,Vietnam War,Gulf Wars,11-Sep,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,10,1,,,,,,1,,10,,,2,1,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,1,,,,,,2,,1,1,Massachusetts,Pennsylvania,Virginia,25,22,15,Wyoming,California,10,25,22,15,28,Texas,1,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2uQIgickS3Y8WQU,Default Response Set,1/27/17 12:07,1/27/17 12:24,,,,,1,0,10,1,0,NP,1,Yes,1,1,35,Female,US,Bachelor's Degree,Yes,Missouri,Nevada,More than 20,Nevada,1,Creation of settlements in North America,Revolutionary War/Independence from England,Constitution created/ratified,Civil War,Emancipation Proclamation/freeing of slaves,Louisiana Purchase,Civil Rights/Segregation is outlawed,participation in Vietnam War,Cold War with Russia,9/11/01 attack on America,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Warren G. Harding,France,Dred Scott v. Sanford,1861-1865,1914,18th,1929,Italy,Communism,1967,Iran,18,1,,,,,,,4,,,20,3,,,5,,,,,,,,,,,,,2,,,,,,,,,,12,,4,,,,,,17,20,10,,,,Virginia,Massachusetts,Georgia,25,17,13,Hawaii,California,10,20,18,13,39,Kansas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2BevOsDwpwXVLvY,Default Response Set,1/27/17 12:57,1/27/17 13:14,,,,,1,0,6,1,0,NP,1,Yes,1,1,50,Female,naturalized,Master's Degree,Yes,New Hampshire,New Hampshire,More than 20,Massachusetts,1,President Washingtons inaguration,World War II,Vietnam War,Hillary Clinton being first woman to be in the top two elect.,Womens right to vote,End of Slavery,Troll Trump becoming the first idiot to become president,Gay marriage being recognized in all states,11-Sep,Obama becoming our first black president,1,France,Tea Act,The Bill of Rights,William Henry Harrison,Herbert Hoover,England,Dred Scott v. Sanford,1929-1936,1914,19th,1930,Italy,Communism,1969,Iraq,70,1,,,,,,,,,30,,,10,,,,0,,,,,90,20,,20,,,,,,,20,,,,20,0,,,,,,,,10,,,,,,,Massachusetts,New Hampshire,Delaware,70,20,10,Alaska,Florida,20,50,20,5,5,California,1,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_3Jef5exO6QmxzV0,Default Response Set,1/27/17 13:13,1/27/17 13:29,,,,,1,0,13,1,0,P,1,Yes,1,1,29,Male,usa,Bachelor's Degree,Yes,New Hampshire,New Hampshire,More than 20,New Hampshire,1,Declaration of Independance,Drafting of constitution/Bill of Rights,Civil War,Great Depression/FDR policies,Civil Rights movement,WW2,Louisiana Purchase/Westward expansion,Reconstruction,Formation of United Nations,Moon landing,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,,,9,2,,,,4,,,,1,,1,,,,,,,,,1,,,,,,,10,,,,,,8,,,,,,2,,,2,,,,New York,California,Massachusetts,11,10,9,Wyoming,California,4.5,10.5,9.5,9,66.5,New Hampshire,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2axkBcoDkNaXkqf,Default Response Set,1/27/17 14:14,1/27/17 14:20,,,,,1,0,8,1,0,NP,1,Yes,1,1,22,Male,US,High school diploma,Yes,North Dakota,North Dakota,More than 20,Texas,1,Ending of slavery,Independence from Britain,Industrial Revolution,Internet,First man on the moon,Oil industry,First democratic country,First use of atomic bomb,First stock market,The great depression,1,France,Tea Act,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1919,19th,1930,Italy,Communism,1969,Iraq,23,1,,,,,,,,,30,,,,,,,,,,,15,,,43,,,,24,,,,,21,22,,,28,,,,,,,,,,,,30,,,Connecticut,Virginia,New York,11,43,58,Alabama,Ohio,14,16,20,25,25,Arizona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Dakota,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_1DVcZBggAitJyzS,Default Response Set,1/27/17 20:25,1/27/17 20:34,,,,,1,0,12,1,0,NP,1,Yes,1,1,20,Male,US,High school diploma,Yes,Maine,Maine,16 to 20,Maine,1,Civil War,WW1,WW2,Vietnam War,Cold War,11-Sep,Revolutionary War,14th Amendment,20th Amendment,Civil Rights Movement,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,20th,1929,Russia,Communism,1967,Iran,14,1,,,,,20,,,,,15,12,,,,0,,,,,45,,,,,,,0,,,,,,19,,,,2,,1,,,,5,,,,,,,,Massachusetts,Pennsylvania,Maryland,37,33,30,Arkansas,California,2,31,30,30,7,Texas,1,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_1ih7mG7zpPRLnaC,Default Response Set,1/28/17 0:09,1/28/17 0:23,,,,,1,0,15,1,0,P,1,Yes,1,1,49,Female,US,Bachelor's Degree,Yes,Georgia,New Mexico,More than 20,New Mexico,1,Revolutionary War,Civil War,Lincoln Assassination,Kennedy assassination,signing of the Declaration of Independence,11-Sep,Women's Suffrage,World War 2,Atomic Bomb,Abolished Slavery,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,1,1,,0,,1,,,,,,1,,1,,,,,1,,,,6,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,New York,California,Pennsylvania,10,6,10,Alaska,New York,1,10,6,6,77,Florida,1,I have not lived in any state for over five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_2OZINtMp6daK1G3,Default Response Set,1/28/17 7:02,1/28/17 7:13,,,,,1,0,14,1,0,NP,1,Yes,1,1,31,Male,U.S. Citizen,Bachelor's Degree,Yes,Rhode Island,Rhode Island,More than 20,Rhode Island,1,Columbus discovers the americas,Pilgrims land in plymouth,revolutionary war,civil war,World War II,World War I,11-Sep,Declaration of Independence,Drafting of the constitution,Emancipation Proclamation,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,21st,1929,Russia,Communism,1969,Iran,13,1,,2,1,,,,,,,,,,,,,,,8,9,4,,,2,,,,,,,,,,11,,,,,,,12,,,,1,,,1,,,,Massachusetts,Virginia,Rhode Island,17,13,10,Idaho,California,10,18,15,0,57,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Neutral,,1,1
R_2qskn539bRfaevQ,Default Response Set,1/28/17 10:06,1/28/17 10:17,,,,,1,0,13,1,0,NP,1,Yes,1,1,43,Female,United States,"Advanced Degree (PhD, JD, MD, etc.)",Yes,Maine,Maine,16 to 20,Delaware,1,Declaration of Independence,Revolutionary War,Civil War,Abolition of slavery,Civil Rights Act,Use of nuclear weapons against Japan to end WWII,Pearl Harbor,Assassination of JFK,9/11 terrorist attacks,Apollo mission/landing men on the moon,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1919,19th,1929,Russia,Communism,1969,Iran,10,1,,,5,,,,,25,,8,,,,,,8,,,,18,,,,5,,,,4,,,,,,,,,7,,,15,,,,,,25,,,,,Virginia,Pennsylvania,New York,25,18,18,Hawaii,New York,5,20,15,15,45,Virginia,1,,,,,,,,,,,,,,,,,,,,Maine,Maryland,,,,,,,,,,,,,,,,,,Pennsylvania,,,,,,,,,,,,,,No,,Easy,,1,1
R_3HMkdgY75zzgRnQ,Default Response Set,1/28/17 12:22,1/28/17 12:55,,,,,1,0,14,1,0,NP,1,Yes,1,1,40,Female,u.s.,Bachelor's Degree,Yes,Connecticut,Maine,6 to 10,Connecticut,1,arrival of first european settlers,french/indian war,boston tea party,the writing of the Declaration of Independance,Revelutionary war,the writing of the Constitution of the United States,election of George Washington as first president,civil war,african americans getting voting rights,women getting voting rights,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,4,1,,,,,,,3,,2,,,,,,,,,,,,6,1,,5,,,,,,,,,,,1,2,,3,,,1,,,,,,1,,,,Massachusetts,South Carolina,Virginia,8,7,5,Alaska,New Hampshire,2,10,8,6,74,Texas,1,,,,,,,,Connecticut,,,,,,,,,,,,Maine,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,I have no additional comments.,1,1
R_3JfSwJ35cCwRgYt,Default Response Set,1/28/17 9:08,1/28/17 12:58,,,,,1,0,10,1,0,P,1,Yes,1,1,48,Male,us,High school diploma,Yes,Maryland,Maryland,More than 20,New Mexico,1,9. Becomes a republic,5. Unification,1. Fall of the Roman Empire,6. Attempted fascist coup,10. Founding member of EU,3. Italian Renaissance,8. Losing side of WWI and WWII,4. Mazzini's Young Italy,6. Attempted fascist coup,7. Under Mussolini's Rule,1,Spain,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1919,19th,1929,Italy,Communism,1969,Iran,20,1,,,,,,61,,38,,,,18,,,,,,,,,5,,4,,,,18,,,,3,,,,,,51,,,,,,45,,,,,2,,,Maryland,Florida,Illinois,81,61,79,Alaska,Maryland,50,0,0,0,50,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_3lRNaSDp1uqwbum,Default Response Set,1/28/17 13:22,1/28/17 13:34,,,,,1,0,6,1,0,NP,1,Yes,1,1,55,Female,USA,High school diploma,Yes,New Hampshire,New Hampshire,6 to 10,West Virginia,1,LEAVING ENGLAND,finding and toughing it out to begin colonization,being a CHRISTIAN nation,helping other countries,supplying coal,education,allowing others to become American by choice and lifestyle,manufacturing,sharing medial help with other countries,NASA,1,Spain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1766-1781,1917,20th,1929,Italy,Socialism,1967,Kuwait,16,1,20,,,,,5,,,2,,,,,,3,5,,,,,,2,,,,,,,,,,5,,,,4,,,,,,9,,,,,,,,2,Vermont,Maine,Massachusetts,15,15,13,Washington,California,5,10,15,20,50,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,West Virginia,,,No,,Very Difficult,none - my brain is fried,1,1
R_1NmjTffRspY5oqv,Default Response Set,1/28/17 13:44,1/28/17 14:02,,,,,1,0,13,1,0,P,1,Yes,1,1,30,Female,US,Bachelor's Degree,Yes,Nevada,Nevada,More than 20,Oregon,1,Civil War/Emancipation Proclamation,Revolutionary War/Signing of Dec. of Independence,Civil Rights Act,Bombing of Hiroshmia/Nagasaki,11-Sep,Assassination of Lincoln,Assassination of JFK,Vietnam War,Man on the moon,Korean war,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,21st,1929,Russia,Communism,1969,Iran,5,1,2,1,,,,5,,4,,4,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,1,,,,,10,,,,,New York,California,Texas,10,9,8,Hawaii,New York,3,10,9,8,70,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_1n718HyMlEXUbiI,Default Response Set,1/28/17 15:13,1/28/17 15:27,,,,,1,0,9,1,0,NP,1,Yes,1,1,27,Female,American,High school diploma,Yes,Utah,Nevada,11 to 15,Nevada,1,Discovery of America,Colonization of America,War for independence,Civil war,Bill of Rights,Forming of the constitution,Amendments,Expansion Westward,Land purchases,War wit Mexico,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,18th,1929,Russia,Communism,1983,Kuwait,5,1,,5,,,,,,12,,,,,,,,,,,10,6,,,,9,,,10,,,,5,,,,,,7,,,,3,,,,,5,,,,,Virginia,Massachusetts,Maryland,35,30,25,Wyoming,California,5,10,10,10,65,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,Utah,,,,,,,,No,,Somewhat Difficult,,1,1
R_27jp4A9CjSmx8ts,Default Response Set,1/28/17 16:55,1/28/17 17:03,,,,,1,0,11,1,0,NP,1,Yes,1,1,20,Male,US,Bachelor's Degree,Yes,North Dakota,North Dakota,16 to 20,North Dakota,1,independence,civil war,emancipation,civil rights,ww2,invention of atomic bomb,manifestation destiny,women's rights,war of 1776,texas,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,18th,1929,Russia,Communism,1955,Iran,12,1,,,8,,,,,,,,,18,7,,,,,58,,,9,,,,,,14,7,8,,,,,,,,,68,,,,,,,,,,23,,,Massachusetts,New York,New Jersey,79,73,57,Tennessee,New York,5,25,23,15,32,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Dakota,,,,,,,,,,,,,,,,,,No,,Easy,None,1,1
R_3qvPgmkaZbLhuaQ,Default Response Set,1/28/17 17:48,1/28/17 17:57,,,,,1,0,6,1,0,P,1,Yes,1,1,23,Female,USA,High school diploma,Yes,South Dakota,South Dakota,11 to 15,New Jersey,1,Discovering America.,Signing of the Declaration of Independence.,Civil War.,Abolishing Slavery.,Abe Lincoln Becoming President.,The Louisana Purchase.,Trail of Tears.,Iraq War.,Terrorist Attacks on September 11th.,President Obama's election.,1,Spain,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Gibbons v. Odgen,1766-1781,1913,21st,1930,Russia,Facism,1967,Saudi Arabia,40,1,,0,,,,,,,,,,20,,,,,1,,,,,,,,,,,5,5,1,,,,,,5,,,,,,5,,,,1,,,,,Texas,Pennsylvania,Florida,50,30,20,Alaska,Texas,20,50,10,10,10,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_2SqOKskY03RuviJ,Default Response Set,1/28/17 16:10,1/28/17 18:34,,,,,1,0,8,1,0,NP,1,Yes,1,1,30,Female,Pubela Mexico,Associate's Degree,No,Born Outside U.S.,New Mexico,11 to 15,New York,1,Fall of the Roman Empire,Unification,Charles Vlll invades,Losingside of WWl and WWll,Attempted fascist coup,Under moussolini's rule,Itailian reniassance,Becomes a republic,Mazzini's young italy,Founding member of EU,1,Spain,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,England,Gibbons v. Odgen,1861-1865,1914,19th,1929,Japan,Communism,1969,Iran,79,1,,,,,,74,60,,,,27,,,,76,,,84,,,,,,87,,,46,,,,,,,62,,,,,,,70,,,,86,,,,,,Mississippi,New York,Texas,74,90,99,Wyoming,Minnesota,20,30,40,10,0,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,New York,,,,,,,,,,,,,,,,,,,,No,,Very Difficult,,1,1
R_2dFnFYEgjccIkIq,Default Response Set,1/28/17 19:16,1/28/17 19:28,,,,,1,0,8,1,0,P,1,Yes,1,1,54,Female,us,Bachelor's Degree,Yes,Florida,Maine,16 to 20,Maine,1,Declaratin of Independence,freedom of slaves,Discovery of america,civil war,lewis and clark expedition,discovery of gold,Beginning of presidencies,purchase of many us states,ben franklin inventions,thmas edison inventions,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1913,20th,1929,Italy,Facism,1967,Iran,7,1,,,,,,3,5,8,,,1,,5,,,,,,,9,8,,,,,,,,,,,,,4,,,2,,,3,,,,,,,,,,,Virginia,Maryland,Pennsylvania,14,9,8,Hawaii,New York,7,15,9,8,61,California,1,,,,,,,,,,,,,,,,,,,,Maine,,,Michigan,,,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
